"func_name","file","code","cyclomatic_complexity","num_params","num_lines","has_docstring","comment_ratio","nesting_depth","num_returns","label"
"query","web_request.py","def query(self) -> ""MultiMapping[str]"":
    """"""A multidict with all the variables in the query string.""""""
    return self._rel_url.query","1","1","3","1","0.0","0","1","Good"
"get_prec","galois_resolvents.py","def get_prec(self, M, target='coeffs'):
    r""""""
    For a given upper bound *M* on the magnitude of the complex numbers to
    be plugged in for this resolvent's symbols, compute a sufficient
    precision for evaluating those complex numbers, such that the
    coefficients, or the integer roots, of the resolvent can be determined.

    Parameters
    ==========

    M : real number
        Upper bound on magnitude of the complex numbers to be plugged in.

    target : str, 'coeffs' or 'roots', default='coeffs'
        Name the task for which a sufficient precision is desired.
        This is either determining the coefficients of the resolvent
        ('coeffs') or determining its possible integer roots ('roots').
        The latter may require significantly lower precision.

    Returns
    =======

    int $m$
        such that $2^{-m}$ is a sufficient upper bound on the
        error in approximating the complex numbers to be plugged in.

    """"""
    # As explained in the docstring for this class, our precision estimates
    # require that M be at least 2.
    M = max(M, 2)
    f = self.coeff_prec_func if target == 'coeffs' else self.root_prec_func
    r, _, _, _ = evalf(2*f(M), 1, {})
    return fastlog(r) + 1","2","3","33","1","0.061","0","1","Good"
"content_type","oxml.py","def content_type(self):
    """"""String held in the ``ContentType`` attribute of this ``<Default>``
    element.""""""
    return self.get(""ContentType"")","1","1","4","1","0.0","0","1","Good"
"set_clim","colorizer.py","def set_clim(self, vmin=None, vmax=None):
    """"""
    Set the norm limits for image scaling.

    Parameters
    ----------
    vmin, vmax : float
         The limits.

         For scalar data, the limits may also be passed as a
         tuple (*vmin*, *vmax*) as a single positional argument.

         .. ACCEPTS: (vmin: float, vmax: float)
    """"""
    # If the norm's limits are updated self.changed() will be called
    # through the callbacks attached to the norm
    self._colorizer.set_clim(vmin, vmax)","1","3","17","1","0.118","0","0","Good"
"set_batch_size","arrow_writer.py","def set_batch_size(feature: FeatureType) -> None:
    nonlocal batch_size
    if isinstance(feature, Image) and config.ARROW_RECORD_BATCH_SIZE_FOR_IMAGE_DATASETS is not None:
        batch_size = min(batch_size, config.ARROW_RECORD_BATCH_SIZE_FOR_IMAGE_DATASETS)
    elif isinstance(feature, Audio) and config.ARROW_RECORD_BATCH_SIZE_FOR_AUDIO_DATASETS is not None:
        batch_size = min(batch_size, config.ARROW_RECORD_BATCH_SIZE_FOR_AUDIO_DATASETS)
    elif isinstance(feature, Video) and config.ARROW_RECORD_BATCH_SIZE_FOR_VIDEO_DATASETS is not None:
        batch_size = min(batch_size, config.ARROW_RECORD_BATCH_SIZE_FOR_VIDEO_DATASETS)
    elif (
        isinstance(feature, Value)
        and feature.dtype == ""binary""
        and config.ARROW_RECORD_BATCH_SIZE_FOR_BINARY_DATASETS is not None
    ):
        batch_size = min(batch_size, config.ARROW_RECORD_BATCH_SIZE_FOR_BINARY_DATASETS)","10","1","14","0","0.0","4","0","Okay"
"to_be_editable","_generated.py","def to_be_editable(
    self,
    *,
    editable: typing.Optional[bool] = None,
    timeout: typing.Optional[float] = None,
) -> None:
    """"""LocatorAssertions.to_be_editable

    Ensures the `Locator` points to an editable element.

    **Usage**

    ```py
    from playwright.sync_api import expect

    locator = page.get_by_role(\""textbox\"")
    expect(locator).to_be_editable()
    ```

    Parameters
    ----------
    editable : Union[bool, None]
    timeout : Union[float, None]
        Time to retry the assertion for in milliseconds. Defaults to `5000`.
    """"""
    __tracebackhide__ = True

    return mapping.from_maybe_impl(
        self._sync(
            self._impl_obj.to_be_editable(editable=editable, timeout=timeout)
        )
    )","1","1","32","1","0.0","0","1","Good"
"_encode_pth","editable_wheel.py","def _encode_pth(content: str) -> bytes:
    """""".pth files are always read with 'locale' encoding, the recommendation
    from the cpython core developers is to write them as ``open(path, ""w"")``
    and ignore warnings (see python/cpython#77102, pypa/setuptools#3937).
    This function tries to simulate this behaviour without having to create an
    actual file, in a way that supports a range of active Python versions.
    (There seems to be some variety in the way different version of Python handle
    ``encoding=None``, not all of them use ``locale.getpreferredencoding(False)``).
    """"""
    encoding = ""locale"" if sys.version_info >= (3, 10) else None
    with io.BytesIO() as buffer:
        wrapper = io.TextIOWrapper(buffer, encoding)
        wrapper.write(content)
        wrapper.flush()
        buffer.seek(0)
        return buffer.read()","2","1","16","1","0.0","1","1","Good"
"_eval_is_irrational","mul.py","def _eval_is_irrational(self):
    for t in self.args:
        a = t.is_irrational
        if a:
            others = list(self.args)
            others.remove(t)
            if all((x.is_rational and fuzzy_not(x.is_zero)) is True for x in others):
                return True
            return
        if a is None:
            return
    if all(x.is_real for x in self.args):
        return False","9","1","13","0","0.0","3","4","Okay"
"parse_opts","__init__.py","def parse_opts(self, argv, ignore_unknown=[]):
    posargs = []
    passthru_options = []
    for a in argv:
        orig_a = a
        if not a.startswith(""--""):
            posargs.append(a)
            continue
        a = a[2:]
        i = a.find(""="")
        op = ""=""
        if i == -1:
            if a.startswith(""no-""):
                k = a[3:]
                if k == ""canonical-order"":
                    # reorderTables=None is faster than False (the latter
                    # still reorders to ""keep"" the original table order)
                    v = None
                else:
                    v = False
            else:
                k = a
                v = True
            if k.endswith(""?""):
                k = k[:-1]
                v = ""?""
        else:
            k = a[:i]
            if k[-1] in ""-+"":
                op = k[-1] + ""=""  # Op is '-=' or '+=' now.
                k = k[:-1]
            v = a[i + 1 :]
        ok = k
        k = k.replace(""-"", ""_"")
        if not hasattr(self, k):
            if ignore_unknown is True or ok in ignore_unknown:
                passthru_options.append(orig_a)
                continue
            else:
                raise self.UnknownOptionError(""Unknown option '%s'"" % a)

        ov = getattr(self, k)
        if v == ""?"":
            print(""Current setting for '%s' is: %s"" % (ok, ov))
            continue
        if isinstance(ov, bool):
            v = bool(v)
        elif isinstance(ov, int):
            v = int(v)
        elif isinstance(ov, str):
            v = str(v)  # redundant
        elif isinstance(ov, list):
            if isinstance(v, bool):
                raise self.OptionError(
                    ""Option '%s' requires values to be specified using '='"" % a
                )
            vv = v.replace("","", "" "").split()
            if vv == [""""]:
                vv = []
            vv = [int(x, 0) if len(x) and x[0] in ""0123456789"" else x for x in vv]
            if op == ""="":
                v = vv
            elif op == ""+="":
                v = ov
                v.extend(vv)
            elif op == ""-="":
                v = ov
                for x in vv:
                    if x in v:
                        v.remove(x)
            else:
                assert False

        setattr(self, k, v)

    return posargs + passthru_options","27","3","76","0","0.026","10","1","Bad"
"__lt__","__init__.py","def __lt__(self, other):
    'True if all counts in self are a proper subset of those in other.'
    if not isinstance(other, Counter):
        return NotImplemented
    return self <= other and self != other","3","2","5","1","0.0","1","2","Good"
"centroid","distance_measures.py","def centroid(G):
    """"""Return the centroid of an unweighted tree.

    The centroid of a tree is the set of nodes such that removing any
    one of them would split the tree into a forest of subtrees, each
    with at most ``N / 2`` nodes, where ``N`` is the number of nodes
    in the original tree. This set may contain two nodes if removing
    an edge between them results in two trees of size exactly ``N /
    2``.

    Parameters
    ----------
    G : NetworkX graph
       A tree.

    Returns
    -------
    c : list
       List of nodes in centroid of the tree. This could be one or two nodes.

    Raises
    ------
    NotATree
        If the input graph is not a tree.
    NotImplementedException
        If the input graph is directed.
    NetworkXPointlessConcept
        If `G` has no nodes or edges.

    Notes
    -----
    This algorithm's time complexity is ``O(N)`` where ``N`` is the
    number of nodes in the tree.

    In unweighted trees the centroid coincides with the barycenter,
    the node or nodes that minimize the sum of distances to all other
    nodes. However, this concept is different from that of the graph
    center, which is the set of nodes minimizing the maximum distance
    to all other nodes.

    Examples
    --------
    >>> G = nx.path_graph(4)
    >>> nx.tree.centroid(G)
    [1, 2]

    A star-shaped tree with one long branch illustrates the difference
    between the centroid and the center. The center lies near the
    middle of the long branch, minimizing maximum distance. The
    centroid, however, limits the size of any resulting subtree to at
    most half the total nodes, forcing it to remain near the hub when
    enough short branches are present.

    >>> G = nx.star_graph(6)
    >>> nx.add_path(G, [6, 7, 8, 9, 10])
    >>> nx.tree.centroid(G), nx.tree.center(G)
    ([0], [7])

    See Also
    --------
    :func:`~networkx.algorithms.distance_measures.barycenter`
    :func:`~networkx.algorithms.distance_measures.center`
    center : tree center
    """"""
    if not nx.is_tree(G):
        raise nx.NotATree(""provided graph is not a tree"")
    prev, root = None, nx.utils.arbitrary_element(G)
    sizes = _subtree_sizes(G, root)
    total_size = G.number_of_nodes()

    def _heaviest_child(prev, root):
        return max(
            (x for x in G.neighbors(root) if x != prev), key=sizes.get, default=None
        )

    hc = _heaviest_child(prev, root)
    while max(total_size - sizes[root], sizes.get(hc, 0)) > total_size / 2:
        prev, root = root, hc
        hc = _heaviest_child(prev, root)

    return [root] + [
        x for x in G.neighbors(root) if x != prev and sizes[x] == total_size / 2
    ]","6","1","83","1","0.0","1","2","Okay"
"readLocationElement","__init__.py","def readLocationElement(self, locationElement):
    """"""Read a ``<location>`` element.

    .. versionchanged:: 5.0
       Return a tuple of (designLocation, userLocation)
    """"""
    if self._strictAxisNames and not self.documentObject.axes:
        raise DesignSpaceDocumentError(""No axes defined"")
    userLoc = {}
    designLoc = {}
    for dimensionElement in locationElement.findall("".dimension""):
        dimName = dimensionElement.attrib.get(""name"")
        if self._strictAxisNames and dimName not in self.axisDefaults:
            # In case the document contains no axis definitions,
            self.log.warning('Location with undefined axis: ""%s"".', dimName)
            continue
        userValue = xValue = yValue = None
        try:
            userValue = dimensionElement.attrib.get(""uservalue"")
            if userValue is not None:
                userValue = float(userValue)
        except ValueError:
            self.log.warning(
                ""ValueError in readLocation userValue %3.3f"", userValue
            )
        try:
            xValue = dimensionElement.attrib.get(""xvalue"")
            if xValue is not None:
                xValue = float(xValue)
        except ValueError:
            self.log.warning(""ValueError in readLocation xValue %3.3f"", xValue)
        try:
            yValue = dimensionElement.attrib.get(""yvalue"")
            if yValue is not None:
                yValue = float(yValue)
        except ValueError:
            self.log.warning(""ValueError in readLocation yValue %3.3f"", yValue)
        if userValue is None == xValue is None:
            raise DesignSpaceDocumentError(
                f'Exactly one of uservalue="""" or xvalue="""" must be provided for location dimension ""{dimName}""'
            )
        if yValue is not None:
            if xValue is None:
                raise DesignSpaceDocumentError(
                    f'Missing xvalue="""" for the location dimension ""{dimName}"""" with yvalue=""{yValue}""'
                )
            designLoc[dimName] = (xValue, yValue)
        elif xValue is not None:
            designLoc[dimName] = xValue
        else:
            userLoc[dimName] = userValue
    return designLoc, userLoc","16","2","52","1","0.019","3","1","Bad"
"wrapper","testing.py","def wrapper(*args: P.args, **kwargs: P.kwargs) -> T:  # numpydoc ignore=GL08
    scheduler = CountingDaskScheduler(n, msg)
    with dask.config.set({""scheduler"": scheduler}):  # pyright: ignore[reportPrivateImportUsage]
        out = func(*args, **kwargs)

    # Block until the graph materializes and reraise exceptions. This allows
    # `pytest.raises` and `pytest.warns` to work as expected. Note that this would
    # not work on scheduler='distributed', as it would not block.
    arrays, rest = pickle_flatten(out, da.Array)
    arrays = dask.persist(arrays, scheduler=""threads"")[0]  # type: ignore[attr-defined,no-untyped-call]  # pyright: ignore[reportPrivateImportUsage]
    return pickle_unflatten(arrays, rest)  # pyright: ignore[reportUnknownArgumentType]","1","0","11","0","0.273","1","1","Good"
"_pattern_permute","ImageMorph.py","def _pattern_permute(
    self, basic_pattern: str, options: str, basic_result: int
) -> list[tuple[str, int]]:
    """"""Takes a basic pattern and its result and clones
    the pattern according to the modifications described in the $options
    parameter. It returns a list of all cloned patterns.""""""
    patterns = [(basic_pattern, basic_result)]

    # rotations
    if ""4"" in options:
        res = patterns[-1][1]
        for i in range(4):
            patterns.append(
                (self._string_permute(patterns[-1][0], ROTATION_MATRIX), res)
            )
    # mirror
    if ""M"" in options:
        n = len(patterns)
        for pattern, res in patterns[:n]:
            patterns.append((self._string_permute(pattern, MIRROR_MATRIX), res))

    # negate
    if ""N"" in options:
        n = len(patterns)
        for pattern, res in patterns[:n]:
            # Swap 0 and 1
            pattern = pattern.replace(""0"", ""Z"").replace(""1"", ""0"").replace(""Z"", ""1"")
            res = 1 - int(res)
            patterns.append((pattern, res))

    return patterns","7","4","31","1","0.129","2","1","Good"
"__add__","rings.py","def __add__(p1, p2):
    """"""Add two polynomials.

    Examples
    ========

    >>> from sympy.polys.domains import ZZ
    >>> from sympy.polys.rings import ring

    >>> _, x, y = ring('x, y', ZZ)
    >>> (x + y)**2 + (x - y)**2
    2*x**2 + 2*y**2

    """"""
    if not p2:
        return p1.copy()
    ring = p1.ring
    if ring.is_element(p2):
        p = p1.copy()
        get = p.get
        zero = ring.domain.zero
        for k, v in p2.items():
            v = get(k, zero) + v
            if v:
                p[k] = v
            else:
                del p[k]
        return p
    elif isinstance(p2, PolyElement):
        if isinstance(ring.domain, PolynomialRing) and ring.domain.ring == p2.ring:
            pass
        elif isinstance(p2.ring.domain, PolynomialRing) and p2.ring.domain.ring == ring:
            return p2.__radd__(p1)
        else:
            return NotImplemented

    try:
        cp2 = ring.domain_new(p2)
    except CoercionFailed:
        return NotImplemented
    else:
        p = p1.copy()
        if not cp2:
            return p
        zm = ring.zero_monom
        if zm not in p1.keys():
            p[zm] = cp2
        else:
            if p2 == -p[zm]:
                del p[zm]
            else:
                p[zm] += cp2
        return p","15","2","53","1","0.0","4","7","Bad"
"_make_boundary","application.py","def _make_boundary(self, all_parts):
    """"""Make a random boundary that does not appear in `all_parts`.""""""
    _width = len(repr(sys.maxsize - 1))
    _fmt = '%%0%dd' % _width
    token = random.randrange(sys.maxsize)
    boundary = ('=' * 15) + (_fmt % token) + '=='
    if all_parts is None:
        return boundary
    b = boundary
    counter = 0
    while True:
        pattern = ('^--' + re.escape(b) + '(--)?$').encode('ascii')
        if not re.search(pattern, all_parts, flags=re.MULTILINE):
            break
        b = boundary + '.' + str(counter)
        counter += 1
    return b","4","2","17","1","0.0","2","2","Good"
"as_poly","relational.py","def as_poly(self, *gens, **kwargs):
    '''Returns lhs-rhs as a Poly

    Examples
    ========

    >>> from sympy import Eq
    >>> from sympy.abc import x
    >>> Eq(x**2, 1).as_poly(x)
    Poly(x**2 - 1, x, domain='ZZ')
    '''
    return (self.lhs - self.rhs).as_poly(*gens, **kwargs)","1","1","12","1","0.0","0","1","Good"
"media_change","base.py","def media_change(self, media: str, drive: str) -> bool:
    """"""Prompt the user to change the inserted removable media.

    The parameter 'media' decribes the name of the media type that
    should be changed, whereas the parameter 'drive' should be the
    identifying name of the drive whose media should be changed.

    This method should not return until the user has confirmed to the user
    interface that the media change is complete. It must return True if
    the user confirms the media change, or False to cancel it.
    """"""
    return False","1","3","12","1","0.0","0","1","Good"
"page","_generated.py","def page(self) -> typing.Optional[""Page""]:
    """"""ConsoleMessage.page

    The page that produced this console message, if any.

    Returns
    -------
    Union[Page, None]
    """"""
    return mapping.from_impl_nullable(self._impl_obj.page)","1","1","10","1","0.0","0","1","Good"
"_parse_content_type","file_storage.py","def _parse_content_type(self) -> None:
    if not hasattr(self, ""_parsed_content_type""):
        self._parsed_content_type = http.parse_options_header(self.content_type)","2","1","3","0","0.0","1","0","Good"
"plot_landmarks","drawing_utils.py","def plot_landmarks(
    landmark_list: list[landmark_module.NormalizedLandmark],
    connections: Optional[list[tuple[int, int]]] = None,
    landmark_drawing_spec: DrawingSpec = DrawingSpec(
        color=RED_COLOR, thickness=5
    ),
    connection_drawing_spec: DrawingSpec = DrawingSpec(
        color=BLACK_COLOR, thickness=5
    ),
    elevation: int = 10,
    azimuth: int = 10,
):
  """"""Plot the landmarks and the connections in matplotlib 3d.

  Args:
    landmark_list: A list of normalized landmarks to be plotted.
    connections: A list of landmark index tuples that specifies how landmarks to
      be connected.
    landmark_drawing_spec: A DrawingSpec object that specifies the landmarks'
      drawing settings such as color and line thickness.
    connection_drawing_spec: A DrawingSpec object that specifies the
      connections' drawing settings such as color and line thickness.
    elevation: The elevation from which to view the plot.
    azimuth: the azimuth angle to rotate the plot.

  Raises:
    ValueError: If any connection contains an invalid landmark index.
  """"""
  if not landmark_list:
    return
  plt.figure(figsize=(10, 10))
  ax = plt.axes(projection='3d')
  ax.view_init(elev=elevation, azim=azimuth)
  plotted_landmarks = {}
  for idx, landmark in enumerate(landmark_list):
    if (
        landmark.visibility is not None
        and landmark.visibility < _VISIBILITY_THRESHOLD
    ) or (
        landmark.presence is not None
        and landmark.presence < _PRESENCE_THRESHOLD
    ):
      continue
    ax.scatter3D(
        xs=[-landmark.z or 0],
        ys=[landmark.x or 0],
        zs=[-landmark.y or 0],
        color=_normalize_color(landmark_drawing_spec.color[::-1]),
        linewidth=landmark_drawing_spec.thickness,
    )
    plotted_landmarks[idx] = (-landmark.z, landmark.x, -landmark.y)
  if connections:
    num_landmarks = len(landmark_list)
    # Draws the connections if the start and end landmarks are both visible.
    for connection in connections:
      start_idx = connection[0]
      end_idx = connection[1]
      if not (0 <= start_idx < num_landmarks and 0 <= end_idx < num_landmarks):
        raise ValueError(f'Landmark index is out of range. Invalid connection '
                         f'from landmark #{start_idx} to landmark #{end_idx}.')
      if start_idx in plotted_landmarks and end_idx in plotted_landmarks:
        landmark_pair = [
            plotted_landmarks[start_idx], plotted_landmarks[end_idx]
        ]
        ax.plot3D(
            xs=[landmark_pair[0][0], landmark_pair[1][0]],
            ys=[landmark_pair[0][1], landmark_pair[1][1]],
            zs=[landmark_pair[0][2], landmark_pair[1][2]],
            color=_normalize_color(connection_drawing_spec.color[::-1]),
            linewidth=connection_drawing_spec.thickness)
  plt.show()","16","6","71","1","0.014","3","1","Bad"
"parse_stat_name_","parser.py","def parse_stat_name_(self):
    platEncID = None
    langID = None
    if self.next_token_type_ in Lexer.NUMBERS:
        platformID = self.expect_any_number_()
        location = self.cur_token_location_
        if platformID not in (1, 3):
            raise FeatureLibError(""Expected platform id 1 or 3"", location)
        if self.next_token_type_ in Lexer.NUMBERS:
            platEncID = self.expect_any_number_()
            langID = self.expect_any_number_()
    else:
        platformID = 3
        location = self.cur_token_location_

    if platformID == 1:  # Macintosh
        platEncID = platEncID or 0  # Roman
        langID = langID or 0  # English
    else:  # 3, Windows
        platEncID = platEncID or 1  # Unicode
        langID = langID or 0x0409  # English

    string = self.expect_string_()
    encoding = getEncoding(platformID, platEncID, langID)
    if encoding is None:
        raise FeatureLibError(""Unsupported encoding"", location)
    unescaped = self.unescape_string_(string, encoding)
    return platformID, platEncID, langID, unescaped","10","1","28","0","0.0","2","1","Okay"
"__init__","_locator.py","def __init__(
    self,
    frame: ""Frame"",
    selector: str,
    has_text: Union[str, Pattern[str]] = None,
    has_not_text: Union[str, Pattern[str]] = None,
    has: ""Locator"" = None,
    has_not: ""Locator"" = None,
    visible: bool = None,
) -> None:
    self._frame = frame
    self._selector = selector
    self._loop = frame._loop
    self._dispatcher_fiber = frame._connection._dispatcher_fiber

    if has_text:
        self._selector += f"" >> internal:has-text={escape_for_text_selector(has_text, exact=False)}""

    if has:
        if has._frame != frame:
            raise Error('Inner ""has"" locator must belong to the same frame.')
        self._selector += "" >> internal:has="" + json.dumps(
            has._selector, ensure_ascii=False
        )

    if has_not_text:
        self._selector += f"" >> internal:has-not-text={escape_for_text_selector(has_not_text, exact=False)}""

    if has_not:
        locator = has_not
        if locator._frame != frame:
            raise Error('Inner ""has_not"" locator must belong to the same frame.')
        self._selector += "" >> internal:has-not="" + json.dumps(locator._selector)

    if visible is not None:
        self._selector += f"" >> visible={bool_to_js_bool(visible)}""","8","8","36","0","0.0","2","0","Okay"
"request_chunked","connection.py","def request_chunked(self, method, url, body=None, headers=None):
    """"""
    Alternative to the common request method, which sends the
    body with chunked encoding and not as one block
    """"""
    headers = headers or {}
    header_keys = set([six.ensure_str(k.lower()) for k in headers])
    skip_accept_encoding = ""accept-encoding"" in header_keys
    skip_host = ""host"" in header_keys
    self.putrequest(
        method, url, skip_accept_encoding=skip_accept_encoding, skip_host=skip_host
    )
    if ""user-agent"" not in header_keys:
        self.putheader(""User-Agent"", _get_default_user_agent())
    for header, value in headers.items():
        self.putheader(header, value)
    if ""transfer-encoding"" not in header_keys:
        self.putheader(""Transfer-Encoding"", ""chunked"")
    self.endheaders()

    if body is not None:
        stringish_types = six.string_types + (bytes,)
        if isinstance(body, stringish_types):
            body = (body,)
        for chunk in body:
            if not chunk:
                continue
            if not isinstance(chunk, bytes):
                chunk = chunk.encode(""utf8"")
            len_str = hex(len(chunk))[2:]
            to_send = bytearray(len_str.encode())
            to_send += b""\r\n""
            to_send += chunk
            to_send += b""\r\n""
            self.send(to_send)

    # After the if clause, to always have a closed body
    self.send(b""0\r\n\r\n"")","11","5","38","1","0.026","3","0","Bad"
"_push_indices_up","array_expressions.py","def _push_indices_up(cls, diagonal_indices, indices, rank):
    positions, shape = cls._get_positions_shape(range(rank), diagonal_indices)

    def transform(x):
        for i, e in enumerate(positions):
            if (isinstance(e, int) and x == e) or (isinstance(e, (tuple, Tuple)) and (x in e)):
                return i

    return _apply_recursively_over_nested_lists(transform, indices)","1","4","9","0","0.0","0","2","Okay"
"parseImpl","core.py","def parseImpl(self, instring, loc, doActions=True):
    if col(loc, instring) == 1:
        return loc, []
    raise ParseException(instring, loc, self.errmsg, self)","2","4","4","0","0.0","1","1","Okay"
"_preprocess_math","text.py","def _preprocess_math(self, s):
    """"""
    Return the string *s* after mathtext preprocessing, and the kind of
    mathtext support needed.

    - If *self* is configured to use TeX, return *s* unchanged except that
      a single space gets escaped, and the flag ""TeX"".
    - Otherwise, if *s* is mathtext (has an even number of unescaped dollar
      signs) and ``parse_math`` is not set to False, return *s* and the
      flag True.
    - Otherwise, return *s* with dollar signs unescaped, and the flag
      False.
    """"""
    if self.get_usetex():
        if s == "" "":
            s = r""\ ""
        return s, ""TeX""
    elif not self.get_parse_math():
        return s, False
    elif cbook.is_math_text(s):
        return s, True
    else:
        return s.replace(r""\$"", ""$""), False","5","2","23","1","0.0","3","4","Good"
"_prune_post_subset","__init__.py","def _prune_post_subset(self, font):
    tableTags = font.keys()
    # Prune the name table last because when we're pruning the name table,
    # we visit each table in the font to see what name table records are
    # still in use.
    if ""name"" in tableTags:
        tableTags.remove(""name"")
        tableTags.append(""name"")
    for tag in tableTags:
        if tag == ""GlyphOrder"":
            continue
        if tag == ""OS/2"":
            if self.options.prune_unicode_ranges:
                old_uniranges = font[tag].getUnicodeRanges()
                new_uniranges = font[tag].recalcUnicodeRanges(font, pruneOnly=True)
                if old_uniranges != new_uniranges:
                    log.info(
                        ""%s Unicode ranges pruned: %s"", tag, sorted(new_uniranges)
                    )
            if self.options.prune_codepage_ranges and font[tag].version >= 1:
                # codepage range fields were added with OS/2 format 1
                # https://learn.microsoft.com/en-us/typography/opentype/spec/os2#version-1
                old_codepages = font[tag].getCodePageRanges()
                new_codepages = font[tag].recalcCodePageRanges(font, pruneOnly=True)
                if old_codepages != new_codepages:
                    log.info(
                        ""%s CodePage ranges pruned: %s"",
                        tag,
                        sorted(new_codepages),
                    )
            if self.options.recalc_average_width:
                old_avg_width = font[tag].xAvgCharWidth
                new_avg_width = font[tag].recalcAvgCharWidth(font)
                if old_avg_width != new_avg_width:
                    log.info(""%s xAvgCharWidth updated: %d"", tag, new_avg_width)
            if self.options.recalc_max_context:
                max_context = maxCtxFont(font)
                if max_context != font[tag].usMaxContext:
                    font[tag].usMaxContext = max_context
                    log.info(""%s usMaxContext updated: %d"", tag, max_context)
        clazz = ttLib.getTableClass(tag)
        if hasattr(clazz, ""prune_post_subset""):
            with timer(""prune '%s'"" % tag):
                table = font[tag]
                retain = table.prune_post_subset(font, self.options)
            if not retain:
                log.info(""%s pruned to empty; dropped"", tag)
                del font[tag]
            else:
                log.info(""%s pruned"", tag)","16","2","50","0","0.1","4","0","Bad"
"_together","rationaltools.py","def _together(expr):
    if isinstance(expr, Basic):
        if expr.is_Atom or (expr.is_Function and not deep):
            return expr
        elif expr.is_Add:
            return gcd_terms(list(map(_together, Add.make_args(expr))), fraction=fraction)
        elif expr.is_Pow:
            base = _together(expr.base)

            if deep:
                exp = _together(expr.exp)
            else:
                exp = expr.exp

            return expr.func(base, exp)
        else:
            return expr.func(*[ _together(arg) for arg in expr.args ])
    elif iterable(expr):
        return expr.__class__([ _together(ex) for ex in expr ])

    return expr","11","1","21","0","0.0","5","6","Bad"
"_validate_color_or_linecolor","rcsetup.py","def _validate_color_or_linecolor(s):
    if cbook._str_equal(s, 'linecolor'):
        return s
    elif cbook._str_equal(s, 'mfc') or cbook._str_equal(s, 'markerfacecolor'):
        return 'markerfacecolor'
    elif cbook._str_equal(s, 'mec') or cbook._str_equal(s, 'markeredgecolor'):
        return 'markeredgecolor'
    elif s is None:
        return None
    elif isinstance(s, str) and len(s) == 6 or len(s) == 8:
        stmp = '#' + s
        if is_color_like(stmp):
            return stmp
        if s.lower() == 'none':
            return None
    elif is_color_like(s):
        return s

    raise ValueError(f'{s!r} does not look like a color arg')","13","1","19","0","0.0","6","7","Bad"
"__init__","ssl.py","def __init__(self, *args, **kwargs):
    raise TypeError(
        f""{self.__class__.__name__} does not have a public ""
        f""constructor. Instances are returned by SSLContext.wrap_bio().""
    )","1","1","5","0","0.0","0","0","Good"
"stop","_generated.py","def stop(
    self, *, path: typing.Optional[typing.Union[pathlib.Path, str]] = None
) -> None:
    """"""Tracing.stop

    Stop tracing.

    Parameters
    ----------
    path : Union[pathlib.Path, str, None]
        Export trace into the file with the given path.
    """"""

    return mapping.from_maybe_impl(self._sync(self._impl_obj.stop(path=path)))","1","1","14","1","0.0","0","1","Good"
"postParse","core.py","def postParse(self, instring, loc, tokenlist):
    for i, tok in enumerate(tokenlist):
        if len(tok) == 0:
            continue

        ikey = tok[0]
        if isinstance(ikey, int):
            ikey = str(ikey).strip()

        if len(tok) == 1:
            tokenlist[ikey] = _ParseResultsWithOffset("""", i)

        elif len(tok) == 2 and not isinstance(tok[1], ParseResults):
            tokenlist[ikey] = _ParseResultsWithOffset(tok[1], i)

        else:
            try:
                dictvalue = tok.copy()  # ParseResults(i)
            except Exception:
                exc = TypeError(
                    ""could not extract dict values from parsed results""
                    "" - Dict expression must contain Grouped expressions""
                )
                raise exc from None

            del dictvalue[0]

            if len(dictvalue) != 1 or (
                isinstance(dictvalue, ParseResults) and dictvalue.haskeys()
            ):
                tokenlist[ikey] = _ParseResultsWithOffset(dictvalue, i)
            else:
                tokenlist[ikey] = _ParseResultsWithOffset(dictvalue[0], i)

    if self._asPythonDict:
        return [tokenlist.as_dict()] if self.resultsName else tokenlist.as_dict()
    else:
        return [tokenlist] if self.resultsName else tokenlist","14","4","38","0","0.0","4","2","Bad"
"get_editor","_termui_impl.py","def get_editor(self) -> str:
    if self.editor is not None:
        return self.editor
    for key in ""VISUAL"", ""EDITOR"":
        rv = os.environ.get(key)
        if rv:
            return rv
    if WIN:
        return ""notepad""
    for editor in ""sensible-editor"", ""vim"", ""nano"":
        if os.system(f""which {editor} >/dev/null 2>&1"") == 0:
            return editor
    return ""vi""","7","1","13","0","0.0","2","5","Okay"
"asdict","__init__.py","def asdict(self):
    d = {}
    for attr, value in self.__dict__.items():
        if attr.startswith(""_""):
            continue
        if hasattr(value, ""asdict""):
            value = value.asdict()
        elif isinstance(value, list):
            value = [v.asdict() if hasattr(v, ""asdict"") else v for v in value]
        d[attr] = value
    return d","7","1","11","0","0.0","3","1","Okay"
